Name	Rarity	Type	Sub-Type	Class	Cost	Attack	HP	CanGet	Decription
Light's Sorrow	Epic	Weapon		Paladin	4	1	4	true	After a friendly minion loses Divine Shield, gain +1 Attack.These sorrows cut deep.
Living Mana	Epic	Spell		Druid	5	-1	-1	true	Transform your Mana Crystals into 2/2 minions. Recover the mana when they die.If you truly love your mana, set it free.
Lotus Assassin	Epic	Minion	General	Rogue	5	5	5	true	Stealth. Whenever this minion kills an enemy, gain Stealth.For 5000g, you can just give the Jade Lotus any name and they will assassinate and/or embarrass them.
Lotus Illusionist	Epic	Minion	General	Shaman	4	3	5	true	After this minion attacks a hero, transform it into a random 6-Cost minion.If you think her Illidan and Sylvanas cosplay is great, wait till you see her Reno Jackson!
Luckydo Buccaneer	Epic	Minion	Pirate	Rogue	6	5	5	true	Battlecry: If your weapon has at least 3 Attack, gain +4/+4.You can't just leave a Luckydo somewhere. You gotta keep 'em with you! Especially in Gadgetzan!
Lunar Visions	Epic	Spell		Druid	5	-1	-1	true	Draw 2 cards. Minions drawn costs (2) less.The true mystery of lunar visions is how there is nothing to watch when there are so many channels.
Mana Geode	Epic	Minion	Elemental	Priest	2	2	3	true	Whenever this minion is healed, summon a 2/2 Crystal.Gadgetzan, where even the pet rocks have pet rocks.
Manic Soulcaster	Epic	Minion	General	Mage	3	3	4	true	Battlecry: Choose a friendly minion. Shuffle a copy into your deck.When casting a tournament, you really have to put your soul into it!
Meanstreet Marshal	Epic	Minion	General	Paladin	1	1	2	true	Deathrattle: If this minion has 2 or more Attack, draw a card.Remember, submit your bribes directly to the Marshal - it's the law!
Meat Wagon	Epic	Minion	Mech	Any	4	1	4	true	Deathrattle: Summon a minion from your deck with less Attack than this minion.Necromancers call it "Meals on Wheels."
Meteor	Epic	Spell		Mage	6	-1	-1	true	Deal 15 damage to a minion and 3 damage to adjacent ones.When you absolutely, positively, have to kill all the dinosaurs.
Mindgames	Epic	Spell		Priest	4	-1	-1	true	Put a copy of a random minion from your opponent's deck into the battlefield.Sometimes it feels like this is all a game.
Molten Giant	Epic	Minion	General	Any	25	8	8	true	Costs (1) less for each damage your hero has taken.He gets terrible heartburn.  BECAUSE HE IS FULL OF LAVA.
Mountain Giant	Epic	Minion	General	Any	12	8	8	true	Costs (1) less for each other card in your hand.His mother said that he was just big boned.
Murloc Warleader	Epic	Minion	Murloc	Any	3	3	3	true	Your other Murlocs have +2 Attack.Do Murlocs ever get tired of making the same old sound?  Nope!  Mrglglrglglglglglglgl!
Nerubian Unraveler	Epic	Minion	General	Any	6	5	5	true	Spells cost (2) more.He loves a good yarn.
Obsidian Statue	Epic	Minion	General	Priest	9	4	8	true	Taunt. Lifesteal.Deathrattle: Destroy a random enemy minion.The original artist spent many hours with a fine chisel perfecting the facial expression for maximum tauntiness.
Patient Assassin	Epic	Minion	General	Rogue	2	1	1	true	StealthPoisonousHe’s not really that patient. It just takes a while for someone to walk by that he can actually reach.
Pilfered Power	Epic	Spell		Druid	3	-1	-1	true	Gain an empty Mana Crystal for each friendly minion.The Hozen don't get paid much, but at least they get to keep any excess mana.
Piranha Launcher	Epic	Weapon		Hunter	5	2	4	true	Whenever your hero attacks, summon a 1/1 Piranha.A great improvement over the guppy launcher.
Pit Lord	Epic	Minion	Demon	Warlock	4	5	6	true	Battlecry: Deal 5 damage to your hero.Mannoroth, Magtheridon, and Brutallus may be dead, but it turns out there are a LOT of pit lords.
Preparation	Epic	Spell		Rogue	0	-1	-1	true	The next spell you cast this turn costs (3) less."Be Prepared" - Rogue Motto
Primalfin Champion	Epic	Minion	Murloc	Paladin	2	1	2	true	Deathrattle: Return any spells you cast on this minion to your hand.Sure, he'll return your stuff. OVER HIS DEAD BODY!
Primordial Drake	Epic	Minion	Dragon	Any	8	4	8	true	TauntBattlecry: Deal 2 damage to all other minions.Before he became a rap artist.
Primordial Glyph	Epic	Spell		Mage	2	-1	-1	true	Discover a spell.Reduce its Cost by (2).It's the Ancient Tol'vir symbol for "Whoops!"
Psychic Scream	Epic	Spell		Priest	7	-1	-1	true	Shuffle all minions into your opponent's deck.Everybody! Hit the deck!
Pyroblast	Epic	Spell		Mage	10	-1	-1	true	Deal 10 damage.Take the time for an evil laugh after you draw this card.
Rat Pack	Epic	Minion	Beast	Hunter	3	2	2	true	Deathrattle: Summon a number of 1/1 Rats equal to this minion's Attack.He's gonna do it his way.
Rattling Rascal	Epic	Minion	General	Any	4	2	2	true	Battlecry: Summon a 5/5 Skeleton. Deathrattle: Summon a 5/5 Skeleton for your opponent.Don't give up, skeleton!
Reckless Flurry	Epic	Spell		Warrior	3	-1	-1	true	Spend all your Armor. Deal that much damage to all minions.Look. Cautious Flurries will only get you so far in life.
Renounce Darkness	Epic	Spell		Warlock	2	-1	-1	true	Replace your Hero Power and Warlock cards with another class's. The cards cost (1) less.SEE YA DARKNESS!
Rummaging Kobold	Epic	Minion	General	Any	3	1	3	true	Battlecry: Return one of your destroyed weapons to your hand."Broken longsword is brand new shortsword." - Kobold Proverb
Scaled Nightmare	Epic	Minion	Dragon	Any	6	2	8	true	At the start of your turn, double this minion's Attack.I like it because it scales.
Sea Giant	Epic	Minion	General	Any	10	8	8	true	Costs (1) less for each other minion on the battlefield.See?  Giant.
Seeping Oozeling	Epic	Minion	General	Hunter	6	5	4	true	Battlecry: Gain the Deathrattle of a random minion in your deck.Uh, you might want to get that looked at.
Shadow Visions	Epic	Spell		Priest	2	-1	-1	true	Discover a copy of a spell in your deck.This one’s a bird. And here’s a bunny!
Shadowcaster	Epic	Minion	General	Rogue	5	4	4	true	Battlecry: Choose a friendly minion. Add a 1/1 copy to your hand that costs (1).I mean, it's not creepy if you ASK before you steal their shadow to make a small replica of them to keep on your shelf.
Shadowform	Epic	Spell		Priest	3	-1	-1	true	Your Hero Power becomes 'Deal 2 damage'. If already in Shadowform: 3 damage.If a bright light shines on a priest in Shadowform… do they cast a shadow?
Shield Slam	Epic	Spell		Warrior	1	-1	-1	true	Deal 1 damage to a minion for each Armor you have."What is a better weapon? The sharp one your enemies expect, or the blunt one they ignore?" - The Art of Warrior, Chapter 9
Shimmering Courser	Epic	Minion	Beast	Any	4	3	3	true	Only you can target this with spells and Hero Powers.A courser is a courser of course, of course, she's more of a unicorn than a horse...
Simulacrum	Epic	Spell		Mage	3	-1	-1	true	Copy the lowest Cost minion in your hand.It's like déjà vu, times two.
Skulking Geist	Epic	Minion	General	Any	6	4	6	true	Battlecry: Destroy all 1-Cost spells in both hands and decks.It's as though a million Jade Idols cried out, and were suddenly silenced.
Sleep with the Fishes	Epic	Spell		Warrior	2	-1	-1	true	Deal 3 damage to all damaged minions.If you're sleeping with the fishes, we highly suggest not bringing an electric blanket.
Small-Time Recruits	Epic	Spell		Paladin	3	-1	-1	true	Draw three 1-Cost minions from your deck.Now we know why they wear tiny watches.
Snake Trap	Epic	Spell		Hunter	2	-1	-1	true	Secret: When one of your minions is attacked, summon three 1/1 Snakes.Why did it have to be snakes?
Snowfury Giant	Epic	Minion	Elemental	Shaman	11	8	8	true	Costs (1) less for each mana crystal you've Overloaded this game.This minion goes all the way to 11!
Southsea Captain	Epic	Minion	Pirate	Any	3	3	3	true	Your other Pirates have +1/+1.When he saves enough plunder, he's going to commission an enormous captain's hat.  He has hat envy.
Spectral Pillager	Epic	Minion	General	Rogue	6	5	5	true	Combo: Deal damage equal to the number of other cards you've played this turn.It turns out you CAN take it with you.
Spellbender	Epic	Spell		Mage	3	-1	-1	true	Secret: When an enemy casts a spell on a minion, summon a 1/3 as the new target.While it's fun to intercept enemy lightning bolts, a spellbender much prefers to intercept opposing Marks of the Wild.  It just feels meaner.  And blood elves... well, they're a little mean.
Spirit Echo	Epic	Spell		Shaman	4	-1	-1	true	Give your minions "Deathrattle: Return this to your hand."I guess you can say they’re… “soul survivors.”
Spiteful Summoner	Epic	Minion	General	Any	6	4	4	true	Battlecry: Reveal a spell from your deck. Summon a random minion with the same Cost.Sometimes she'll summon a Doomsayer. Out of spite.
Stampede	Epic	Spell		Hunter	1	-1	-1	true	Each time you play a Beast this turn,add a random Beast to your hand.Many hunters long for the pitter-patter of enormous feet.
Stone Sentinel	Epic	Minion	Elemental	Shaman	7	4	4	true	Battlecry: If you played an Elemental last turn, summon two 2/3 Elementals with Taunt.He and his friends just want to rock out.
Sudden Genesis	Epic	Spell		Warrior	5	-1	-1	true	Summon copies of your damaged minions.Being hurt can make you another person.
Sword of Justice	Epic	Weapon		Paladin	3	1	5	true	After you summon a minion, give it +1/+1 and this loses 1 Durability.I dub you Sir Loin of Beef!
Tentacles for Arms	Epic	Weapon		Warrior	5	2	2	true	Deathrattle: Return this to your hand.That's right. Garrosh just slapped you to death with a tentacle.
To My Side!	Epic	Spell		Hunter	6	-1	-1	true	Summon an AnimalCompanion, or 2 if yourdeck has no minions.I hunt alone.  Well, me and Misha.  And Huffer.  And Leokk.
Tomb Lurker	Epic	Minion	General	Any	5	5	3	true	Battlecry: Add a random Deathrattle minion that died this game to your hand.She hangs out in all the tombs, but she rarely posts.
Tortollan Primalist	Epic	Minion	General	Any	8	5	4	true	Battlecry: Discover a spell and cast it with random targets.I see pizza in my future.
Toxic Arrow	Epic	Spell		Hunter	2	-1	-1	true	Deal 2 damage to a minion. If it survives, give it Poisonous.What doesn't kill you makes you toxic.
Treachery	Epic	Spell		Warlock	3	-1	-1	true	Choose a friendly minion. Your opponent gains control of it.Never look a gift minion in the mouth.
Twilight Acolyte	Epic	Minion	General	Priest	3	2	4	true	Battlecry: If you're holding a Dragon, swap this minion's Attack with another minion's.The dragons mostly keep him around as a snack.
Twilight Summoner	Epic	Minion	General	Any	4	1	1	true	Deathrattle: Summon a 5/5 Faceless Destroyer.If you strike him down, he shall become more powerful than you can possibly imagine.
Twisting Nether	Epic	Spell		Warlock	8	-1	-1	true	Destroy all minions.The Twisting Nether is a formless place of magic and illusion and destroyed minions.
Ultimate Infestation	Epic	Spell		Druid	10	-1	-1	true	Deal 5 damage. Draw 5 cards. Gain 5 Armor. Summon a 5/5 Ghoul.Ghouls in the pipe, five by five.
Unlicensed Apothecary	Epic	Minion	Demon	Warlock	3	5	5	true	After you summon a minion, deal 5 damage to your Hero.Get the ingredients wrong on ONE healing potion and they take your license. What a world!
Unstable Evolution	Epic	Spell		Shaman	1	-1	-1	true	Transform a friendly minion into one that costs (1) more. Repeatable this turn.They grow up so fast.
Validated Doomsayer	Epic	Minion	General	Any	5	0	7	true	At the start of your turn, set this minion's Attack to 7.Really feels good about himself and is in a much better place now. But… he sure does miss piloting those shredders.
Vilefin Inquisitor	Epic	Minion	Murloc	Paladin	1	1	3	true	Battlecry: Your Hero Power becomes 'Summon a 1/1 Murloc.'Nobody expects the Vilefin Inquisition!
Vilespine Slayer	Epic	Minion	General	Rogue	5	3	4	true	Combo: Destroy a minion.'Cause slayers gonna slay, slay, slay, slay, slay.
Void Ripper	Epic	Minion	Demon	Any	3	3	3	true	Battlecry: Swap the Attack and Health of all other minions.You had to put the portable hole inside the bag of holding, didn't you?!
Voidlord	Epic	Minion	Demon	Warlock	9	3	9	true	TauntDeathrattle: Summon three 1/3 Demons with Taunt.Never let it hold your checkbook.
Weasel Tunneler	Epic	Minion	Beast	Any	1	1	1	true	Deathrattle: Shuffle this minion into your opponent's deck.He's the reason the First Bank of Gadgetzan has steel floors.
Wind-up Burglebot	Epic	Minion	Mech	Any	6	5	5	true	Whenever this attacks a minion and survives, draw a card.Don't blame the bot for his crimes... Blame whoever keeps winding him up!
Windshear Stormcaller	Epic	Minion	General	Shaman	5	5	5	true	Battlecry: If you control all 4 basic Totems, summon Al'akir the Windlord.Don't ever doubt Al'Akir's love for basic totems.
Wisps of the Old Gods	Epic	Spell		Druid	7	-1	-1	true	Choose One - Summon seven 1/1 Wisps; or Give your minions +2/+2.They're just normal wisps, actually. The "Of the Old Gods" bit is just marketing.
Al'Akir the Windlord	Legendary	Minion	Elemental	Shaman	8	3	5	true	Windfury, Charge, Divine Shield, TauntHe is the weakest of the four Elemental Lords.  And the other three don't let him forget it.
Alexstrasza	Legendary	Minion	Dragon	Any	9	8	8	true	Battlecry: Set a hero's remaining Health to 15.Alexstrasza the Life-Binder brings life and hope to everyone.  Except Deathwing.  And Malygos.  And Nekros.
Aluneth	Legendary	Weapon		Mage	6	0	3	true	At the end of your turn, draw 3 cards.PHENOMENAL ARCANE POWER…itty bitty living space.
Anomalus	Legendary	Minion	Elemental	Mage	8	8	6	true	Deathrattle: Deal 8 damage to all minions.That's short for "Anomnomnomnomalus".
Archbishop Benedictus	Legendary	Minion	General	Priest	7	4	6	true	Battlecry: Shuffle a copy of your opponent's deck into your deck.Nobody expects the Archbishop's Benediction!
Archmage Antonidas	Legendary	Minion	General	Mage	7	5	7	true	Whenever you cast a spell, put a 'Fireball' spell into your hand.Antonidas was the Grand Magus of the Kirin Tor, and Jaina's mentor.  This was a big step up from being Grand Magus of Jelly Donuts.
Arfus	Legendary	Minion	Beast	Any	4	2	2	true	Deathrattle: Add a random Death Knight card to your hand.There must always be a Lick King.
Auctionmaster Beardo	Legendary	Minion	General	Any	3	3	4	true	After you cast a spell, refresh your Hero Power.Gadgetzan has always run an under-the-table auction house, and business has been PRETTY good for Beardo since the population explosion. And since the explosion that destroyed the competing auction houses in the city.
Awaken the Makers	Legendary	Spell		Priest	1	-1	-1	true	Quest: Summon 7 Deathrattle minions.Reward: Amara, Warden of Hope.They keep hitting the Snooze button.
Aya Blackpaw	Legendary	Minion	General	Druid, Rogue, Shaman	6	5	3	true	Battlecry and Deathrattle: Summon a Jade Golem.Though young, Aya took over as the leader of Jade Lotus through her charisma and strategic acumen when her predecessor was accidentally crushed by a jade golem.
Barnes	Legendary	Minion	General	Any	4	3	4	true	Battlecry: Summon a 1/1 copy of a random minion in your deck.He used to play every part, until Moroes confiscated his Orb of Deception.
Baron Geddon	Legendary	Minion	Elemental	Any	7	7	5	true	At the end of your turn, deal 2 damage to ALL other characters.Baron Geddon was Ragnaros's foremost lieutenant, until he got FIRED.
Blood-Queen Lana'thel	Legendary	Minion	General	Warlock	5	1	6	true	LifestealHas +1 Attack for each card you've discarded this game.As a young blood-princess she learned the proper way for a lady to curtsy, how to address fellow members of royalty, and how to bite them.
Bloodmage Thalnos	Legendary	Minion	General	Any	2	1	1	true	Spell Damage +1. Deathrattle: Draw a card.He's in charge of the Annual Scarlet Monastery Blood Drive!
Bolvar, Fireblood	Legendary	Minion	General	Paladin	5	1	7	true	Divine ShieldAfter a friendly minion loses Divine Shield, gain +2 Attack.He's so hot right now.
C'Thun	Legendary	Minion	General	Any	10	6	6	true	Battlecry: Deal damage equal to this minion's Attack randomly split among all enemies.C'Thun's least favorite Hearthstone card: Eye for an Eye.
Cairne Bloodhoof	Legendary	Minion	General	Any	6	4	5	true	Deathrattle: Summon a 4/5 Baine Bloodhoof.Cairne was killed by Garrosh, so... don't put this guy in a Warrior deck.  It's pretty insensitive.
Captain Greenskin	Legendary	Minion	Pirate	Any	5	5	4	true	Battlecry: Give your weapon +1/+1.He was this close to piloting a massive juggernaut into Stormwind Harbor. If it weren't for those pesky kids!
Cenarius	Legendary	Minion	General	Druid	9	5	8	true	Choose One - Give your other minions +2/+2; or Summon two 2/2 Treants with Taunt.Yes, he's a demigod. No, he doesn't need to wear a shirt.
Cho'gall	Legendary	Minion	General	Warlock	7	7	7	true	Battlecry: The next spell you cast this turn costs Health instead of Mana.Even after all this time, Gul'dan still makes Cho'gall go get donuts and coffee.
Clutchmother Zavas	Legendary	Minion	Beast	Warlock	2	2	2	true	Whenever you discard this, give it +2/+2 and return it to your hand.A bit of a snob: still refuses to drive anything with automatic transmission.
Deathwing	Legendary	Minion	Dragon	Any	10	12	12	true	Battlecry: Destroy all other minions and discard your hand.Once a noble dragon known as Neltharion, Deathwing lost his mind and shattered Azeroth before finally being defeated.  Daddy issues?
Deathwing, Dragonlord	Legendary	Minion	Dragon	Any	10	12	12	true	Deathrattle: Put all Dragons from your hand into the battlefield.To his credit, Deathwing really took to heart the feedback he was receiving that he needed to be "more of a team player".
Don Han'Cho	Legendary	Minion	General	Hunter, Warrior, Paladin	7	5	6	true	Battlecry: Give a random minion in your hand +5/+5.The brilliant mastermind of the Grimy Goons, Han sometimes thinks about ditching the idiot Cho, but that would just tear him apart.
Dragon Soul	Legendary	Weapon		Priest	3	0	3	true	After you cast 3 spells in a turn, summon a 5/5 Dragon.Crafted by Deathwing's goblin horde, but the dragon added the rainbow sparkles himself.
Dragoncaller Alanna	Legendary	Minion	General	Mage	9	3	3	true	Battlecry: Summon a 5/5 Dragon for each spell you cast this game that costs (5) or more.Her secret is using a gentle voice and carrying a baggie of hotdogs.
Edwin VanCleef	Legendary	Minion	General	Rogue	3	2	2	true	Combo: Gain +2/+2 for each other card you've played this turn.He led the Stonemasons in the reconstruction of Stormwind, and when the nobles refused to pay, he founded the Defias Brotherhood to, well, deconstruct Stormwind.
Elise the Trailblazer	Legendary	Minion	General	Any	5	5	5	true	Battlecry: Shuffle a sealed Un'Goro pack into your deck.Reno taught her that blazing her own trail is a lot more fun than following someone else's map.
Fandral Staghelm	Legendary	Minion	General	Druid	4	3	5	true	Your Choose One cards and powers have both effects combined.Always manages to mention "Back when I was creating the World Tree…" in EVERY conversation. Sheesh! Enough already.
Finja, the Flying Star	Legendary	Minion	Murloc	Any	5	2	4	true	Stealth. Whenever this attacks and kills a minion, summon 2 Murlocs from your deck.The last true master of Finjitsu.
Fire Plume's Heart	Legendary	Spell		Warrior	1	-1	-1	true	Quest: Play 7 Taunt Minions.Reward: Sulfuras.Why does an active volcano need to be defended? To save its ash.
Genzo, the Shark	Legendary	Minion	General	Any	4	5	4	true	Whenever this attacks, both players draw until they have 3 cards.Infamous in the seedy underground card rooms of Gadgetzan, he got his nickname winning the coveted Shark Plushie in the city's first Hearthstone tournament.
Geosculptor Yip	Legendary	Minion	General	Warrior	8	4	8	true	At the end of your turn, summon a random minion with Cost equal to your Armor (up to 10).Once crafted a gauntlet out of earwax and pure ambition.
Grommash Hellscream	Legendary	Minion	General	Warrior	8	4	9	true	ChargeEnrage: +6 AttackGrommash drank the tainted blood of Mannoroth, dooming the orcs to green skin and red eyes!  Maybe not his best decision.
Grumble, Worldshaker	Legendary	Minion	Elemental	Shaman	6	7	7	true	Battlecry: Return your other minions to your hand. They cost (1).The grumbling grew to a mighty rumbling, and out of the caverns the kobolds came tumbling.
Gruul	Legendary	Minion	General	Any	8	7	7	true	At the end of each turn, gain +1/+1 .He's Gruul "the Dragonkiller".  He just wanted to cuddle them… he never meant to…
Hadronox	Legendary	Minion	Beast	Druid	9	3	7	true	Deathrattle: Summon your Taunt minions that died this game.The viziers of Azjol-Nerub released Hadronox as a last-ditch effort to hold back the Lich King. They did so by VERY carefully scooping him up in a LARGE newspaper and releasing him.
Hallazeal the Ascended	Legendary	Minion	Elemental	Shaman	5	4	6	true	Whenever your spells deal damage, restore that much Health to your hero.Hallazeals all your dallazamage.
Harrison Jones	Legendary	Minion	General	Any	5	5	4	true	Battlecry: Destroy your opponent's weapon and draw cards equal to its Durability.“That belongs in the Hall of Explorers!”
Hemet, Jungle Hunter	Legendary	Minion	General	Any	6	6	6	true	Battlecry: Destroy all cards in your deck that cost (3) or less.The goblin travel agency lost his luggage, but he's still having a great vacation!
Herald Volazj	Legendary	Minion	General	Priest	6	5	5	true	Battlecry: Summon a 1/1 copy of each of your other minions.His whole job is yelling "Yogg-Saron comin'!"
Hobart Grapplehammer	Legendary	Minion	General	Warrior	2	2	2	true	Battlecry: Give all weapons in your hand and deck +1 Attack.Grapplehammer is the horrible mind behind the Automatic Piranha Launcher (banned in 7 districts)!
Hogger	Legendary	Minion	General	Any	6	4	4	true	At the end of your turn, summon a 2/2 Gnoll with Taunt.Hogger is super powerful. If you kill him, it's because he let you.
Hogger, Doom of Elwynn	Legendary	Minion	General	Any	7	6	6	true	Whenever this minion takes damage, summon a 2/2 Gnoll with Taunt.When C'thun went to sleep, he checked under his bed for Hogger.
Illidan Stormrage	Legendary	Minion	Demon	Any	6	7	5	true	Whenever you play a card, summon a 2/1 Flame of Azzinoth.Illidan's brother, Malfurion, imprisoned him beneath Hyjal for 10,000 years.  Stormrages are not good at letting go of grudges.
Inkmaster Solia	Legendary	Minion	General	Mage	7	5	5	true	Battlecry: If your deck has no duplicates, the next spell you cast this turn costs (0).Solia marks the Kabal with intricate tattoos that grant immense power. Also it makes it harder for other gangs to recruit from their numbers. BACK OFF, GOONS.
Ixlid, Fungal Lord	Legendary	Minion	Elemental	Druid	5	2	4	true	After you play a minion, summon a copy of it.We suggest crafting Ixlid; he'll grow on you. Literally.
Jungle Giants	Legendary	Spell		Druid	1	-1	-1	true	Quest: Summon 5 minions with 5 or more attack.Reward: Barnabus.Forming the Golakka Crater was the end of Barnabus' disastrous career as a dancer.
Kalimos, Primal Lord	Legendary	Minion	Elemental	Shaman	8	7	7	true	Battlecry: If you played an Elemental last turn, cast an Elemental Invocation.All that's missing is a little heart.
Kathrena Winterwisp	Legendary	Minion	General	Hunter	8	6	6	true	Battlecry and Deathrattle: Recruit a Beast.She’s not one of those treehugger elves – but she does like the occasional cuddle.
Kazakus	Legendary	Minion	General	Mage, Priest, Warlock	4	3	3	true	Battlecry: If your deck has no duplicates, create a custom spell.The mysterious leader of the Kabal is NOT a dragon, and does NOT deal in illegal potions. Any public statements to the contrary will be met with litigation and Dragonfire Potions.
King Krush	Legendary	Minion	Beast	Hunter	9	8	8	true	ChargeThe best defense against King Krush is to have someone you don’t like standing in front of you.
King Mosh	Legendary	Minion	Beast	Warrior	9	9	7	true	Battlecry: Destroy all damaged Minions.He's a terror at concerts.
King Mukla	Legendary	Minion	Beast	Any	3	5	5	true	Battlecry: Give your opponent 2 Bananas.King Mukla wanders Jaguero Isle, searching for love.
King Togwaggle	Legendary	Minion	General	Any	8	5	5	true	Battlecry: Swap decks with your opponent. Give them a Ransom spell to swap back.Management of the Kobold Empire requires a careful balance between a lack of social services and fiscal irresponsibility.
Kingsbane	Legendary	Weapon		Rogue	1	1	3	true	Deathrattle: Shuffle this into your deck. It keeps any enchantments.But it has a soft spot for emperors.
Knuckles	Legendary	Minion	Beast	Hunter	5	3	7	true	After this attacks a minion, it also hits the enemy hero.When confronted with accusations of performance-enhancing bananas, Knuckles replied, "I get my fruit from trees I knock down with my bare hands like everyone else."
Krul the Unshackled	Legendary	Minion	Demon	Warlock	9	7	9	true	Battlecry: If your deck has no duplicates, summon all Demons from your hand.Spicklefizz pondered his life choices as he looked at the chain around his neck. "Become a warlock," they said. "You get to enslave demons," they said.
Kun the Forgotten King	Legendary	Minion	General	Druid	10	7	7	true	Choose One - Gain 10 Armor; or Refresh your Mana Crystals.Aya siphons a bit of Kun's soul to animate each golem in her Jade army. To his credit, he's being a great sport about it.
Lakkari Sacrifice	Legendary	Spell		Warlock	1	-1	-1	true	Quest: Discard 6 cards.Reward: Nether Portal.They asked, “And what must we give in return?” Gul’dan lowered his hood and answered: “Six… cards…”
Leeroy Jenkins	Legendary	Minion	General	Any	5	6	2	true	Charge. Battlecry: Summon two 1/1 Whelps for your opponent.At least he has Angry Chicken.
Lilian Voss	Legendary	Minion	General	Rogue	4	4	5	true	Battlecry: Replace spells in your hand with random spells (from your opponent's class).She doesn't feel pity, or remorse, or fear. And she absolutely will not stop... ever, until all necromancers are dead.
Lord Jaraxxus	Legendary	Minion	Demon	Warlock	9	3	15	true	Battlecry: Destroy your hero and replace it with Lord Jaraxxus."TRIFLING GNOME! YOUR ARROGANCE WILL BE YOUR UNDOING!!!!"
Lorewalker Cho	Legendary	Minion	General	Any	2	0	4	true	Whenever a player casts a spell, put a copy into the other player's hand.Lorewalker Cho archives and shares tales from the land of Pandaria, but his favorite story is the one where Joey and Phoebe go on a road trip.
Lynessa Sunsorrow	Legendary	Minion	General	Paladin	7	1	1	true	Battlecry: Cast each spell you cast on your minions this game on this one.A diet of pure magic is great for the complexion but wreaks havoc on one's mood.
Lyra the Sunshard	Legendary	Minion	Elemental	Priest	5	3	5	true	Whenever you cast a spell, add a random Priest spell to your hand.Arise, fair sun, and kill my envious foes. They don't have a legendary as beautiful as you.
Madam Goya	Legendary	Minion	General	Any	6	4	3	true	Battlecry: Choose a friendly minion. Swap it with a minion in your deck.She has set up her Black Market here in Gadgetzan for one purpose, to make a KILLING when Beanie Babies make their inevitable comeback.
Malfurion the Pestilent	Legendary	Hero card		Druid	7	0	0	true	Choose One -  Summon 2 Poisonous Spiders; or 2 Scarabs with Taunt."Cenarius once taught me about the precarious balance between life and death. I have come to understand: there IS no balance. Death always wins."
Malkorok	Legendary	Minion	General	Warrior	7	6	5	true	Battlecry:  Equip a random weapon.Garrosh's best buddy. It's true. Look it up.
Malygos	Legendary	Minion	Dragon	Any	9	4	12	true	Spell Damage +5Malygos hates it when mortals use magic.  He gets so mad!
Marin the Fox	Legendary	Minion	General	Any	8	6	6	true	Battlecry: Summon a 0/8 Treasure Chest for your opponent. (Break it for awesome loot!)My name is Marin the Fox. You took my treasure. Prepare to die.
Master Oakheart	Legendary	Minion	General	Any	9	5	5	true	Battlecry: Recruit a 1, 2, and 3-Attack minion.His adventuring party consists of Goldshire Footman, Frostwolf Grunt and Hadronox.
Mayor Noggenfogger	Legendary	Minion	General	Any	9	5	4	true	All targets are chosen randomly.This flavor text was randomly generated. If it happens to form words and make sense, that is purely by chance.
Medivh, the Guardian	Legendary	Minion	General	Any	8	7	7	true	Battlecry:Equip Atiesh, Greatstaff of the Guardian.If you think the party's great now, just wait 'til he invites the orcs over!
Millhouse Manastorm	Legendary	Minion	General	Any	2	4	4	true	Battlecry: Enemy spells cost (0) next turn."I'm gonna light you up, sweetcheeks!"
Moorabi	Legendary	Minion	General	Shaman	6	4	4	true	Whenever another minion is Frozen, add a copy of it to your hand.Most disturbing is how Moorabi covers all those frozen minions with flavored syrup.
Moroes	Legendary	Minion	General	Any	3	1	1	true	Stealth At the end of your turn, summon a 1/1 Steward.Moroes runs an army of stewards, but still ends up inflating the balloons himself.
Mukla, Tyrant of the Vale	Legendary	Minion	Beast	Any	6	5	5	true	Battlecry: Add 2 Bananas to your hand.Pro tip: DO NOT BOGART THE BANANAS.
N'Zoth, the Corruptor	Legendary	Minion	General	Any	10	5	7	true	Battlecry: Summon your Deathrattle minions that died this game.Has not been able to get "Under the Sea" out of his head for like FIVE THOUSAND YEARS.
Nat Pagle	Legendary	Minion	General	Any	2	0	4	true	At the start of your turn, you have a 50% chance to draw an extra card.Nat Pagle, Azeroth's premier fisherman!  He invented the Auto-Angler 3000, the Extendo-Pole 3000, and the Lure-o-matic 2099 (still in testing).
Nat, the Darkfisher	Legendary	Minion	General	Any	2	2	4	true	At the start of your opponent's turn, they have a 50% chance to draw an extra card.You can take away his humanity, but you will never take away his fishing pole.
Nozdormu	Legendary	Minion	Dragon	Any	9	8	8	true	Players only have 15 seconds to take their turns.Time to write some flavor text.
Onyxia	Legendary	Minion	Dragon	Any	9	8	8	true	Battlecry: Summon 1/1 Whelps until your side of the battlefield is full.Onyxia long manipulated the Stormwind Court by disguising herself as Lady Katrana Prestor.   You would have thought that the giant wings and scales would have been a giveaway.
Open the Waygate	Legendary	Spell		Mage	1	-1	-1	true	Quest: Cast 6 spells that didn't start in your deck.Reward: Time Warp.Although powerful, the incantation is simple. It’s just a jump to the left, and then a step to the right.
Ozruk	Legendary	Minion	Elemental	Any	9	5	5	true	TauntBattlecry: Gain +5 Health for each Elemental you played last turn.Between you and me, Ozruk is a bit obsessed with his body.
Patches the Pirate	Legendary	Minion	Pirate	Any	1	1	1	true	After you play a Pirate, summon this minion from your deck.What do sailors yell when Patches steals their treasure chest full of laws and other things being transported to parliament for a vote? "The Eyes have it!"
